model_output,target,scores,scores_inserts
sibiza abanthwana,"Sibiza abantwana, nomfazi, nezinsizwa.","['11111111111111111111111111111111111', '11011111111011111111111111111111111']","['[]', '[]']"
ibhisa abantwana nomfazinezinsizwe,"Sibiza abantwana, nomfazi, nezinsizwa.","['11011111111111111111111111111111111', '11111111111111111111111111111111110', '11011111111111111111111111111111110']","['[]', '[""34""]', '[]']"
sibiza abantwana nomfazi,"Sibiza abantwana, nomfazi, nezinsizwa.",['11111111111111111111111111111111111'],['[]']
sibiza abantwana,"Sibiza abantwana, nomfazi, nezinsizwa.",['11111111111111111111111111111111111'],['[]']
sibiza abantwana,"Sibiza abantwana, nomfazi, nezinsizwa.","['11111111111111111111111111111111111', '11111111111111111111111111111111111', '11111111111111111111111111111111111']","['[]', '[]', '[]']"
sibiza abantwana,"Sibiza abantwana, nomfazi, nezinsizwa.",['11111111111111111111111111111111111'],['[]']
sibiza abathwana,"Sibiza abantwana, nomfazi, nezinsizwa.",['11111111111011111111111110011001111'],['[]']
sibiza abantwana,"Sibiza abantwana, nomfazi, nezinsizwa.","['11111111111111111111111111111111111', '11011111111111111111111111111111111']","['[]', '[]']"
sibiza abanthwana nomfaziwa,"Sibiza abantwana, nomfazi, nezinsizwa.",['11111111111011111111111111111111111'],['[]']
sibizabanwanaw,"Sibiza abantwana, nomfazi, nezinsizwa.",['11011111011011111111111110011111011'],['[]']
abafazi bagotho na,Abafazi baqotho na?,"['11111111110111111', '11111111110111111']","['[]', '[]']"
abafazi baqotho na,Abafazi baqotho na?,"['11111111111111111', '11111111111111111', '11111111011111111']","['[]', '[]', '[]']"
abafazi baqotho na,Abafazi baqotho na?,"['11111111110111111', '11111111110111111']","['[]', '[]']"
abafazi baxotho na,Abafazi baqotho na?,['11111111110111111'],['[]']
abafazi baxotho na,Abafazi baqotho na?,"['11111111110111111', '11111111110111111']","['[]', '[]']"
abafazi baqothona,Abafazi baqotho na?,"['11111111111111111', '11111111111111111', '11111111111111111']","['[]', '[]', '[]']"
abafazi,Abafazi baqotho na?,['11111111111111111'],['[]']
abafazi banxqothomna,Abafazi baqotho na?,['11111111110111111'],['[]']
abafazi baqotana,Abafazi baqotho na?,['11111111111111111'],['[]']
abafazi baqotona,Abafazi baqotho na?,['11111111111111111'],['[]']
abanufazi lona,Abafazi baqotho na?,['11111111010101111'],"['[""3""]']"
niyasebenza lapha na,Niyasebenza lapha na?,"['1111110111111111111', '1111110111111111111']","['[]', '[]']"
niyasebenza lapha na,Niyasebenza lapha na?,['1111111111111111111'],['[]']
iyasibenza lapha na,Niyasebenza lapha na?,"['0111111111111111111', '1111100111111111111']","['[]', '[]']"
niyasebenza lapha na,Niyasebenza lapha na?,['1111111111111111111'],['[]']
niyasebenza lapha na,Niyasebenza lapha na?,"['1111111111111111111', '1111111111111111111']","['[]', '[]']"
niyasebenza lapha na,Niyasebenza lapha na?,"['1111111111111111111', '1111111111111111111']","['[]', '[]']"
niyasebenza lapha na,Niyasebenza lapha na?,['1111111111111111111'],['[]']
niyasebenza laphe na,Niyasebenza lapha na?,"['1111111111111110111', '1111111111111110111', '1111110111111110111']","['[]', '[""15""]', '[]']"
niyasebenza lapha na,Niyasebenza lapha na?,['1111111111111111111'],['[]']
niyasebenza laphana,Niyasebenza lapha na?,['1111110111111111111'],['[]']
ngiyasibenza lapha na,Niyasebenza lapha na?,['1111100111111111111'],"['[""0"", ""1""]']"
umfazi mfushane,Umfazi mfushane.,"['11111111111111', '11111111111111', '11111111111111']","['[]', '[]', '[]']"
umfazi mfushane,Umfazi mfushane.,"['11111111111111', '11111111111111']","['[]', '[]']"
umfazi mfushane,Umfazi mfushane.,"['11111111111111', '11111111111111']","['[]', '[]']"
umfazi mfushane,Umfazi mfushane.,['11111111111111'],['[]']
umfazi mfushane,Umfazi mfushane.,"['11111111111111', '11111111111111', '11111111111111']","['[]', '[]', '[]']"
umfazi mfushane,Umfazi mfushane.,"['11111111111111', '11111111111111']","['[]', '[]']"
umfazi mfushane,Umfazi mfushane.,['11111111111111'],['[]']
umafazi mufushane,Umfazi mfushane.,['11111111111111'],"['[""1"", ""8""]']"
umfazi mshona,Umfazi mfushane.,"['11111111011111', '11111111000000']","['[""8"", ""11""]', '[]']"
umfazi mfushane,Umfazi mfushane.,['11111111111111'],['[]']
umfazi mfushane,Umfazi mfushane.,['11111111111111'],['[]']
umfazi umfushane,Umfazi mfushane.,['11111111111111'],"['[""7""]']"
bayangibiza manje,Bayangibiza manje.,"['1111110111111111', '0111110111111111']","['[]', '[]']"
bayangibiza manje,Bayangibiza manje.,"['1111111111111111', '0111110111111111']","['[]', '[]']"
bayangimbiza manje,Bayangibiza manje.,['0111110111111111'],['[]']
bayangibiza manje,Bayangibiza manje.,"['1111011111111111', '1111111111111111', '1111011111111111']","['[]', '[]', '[]']"
bayangibiza manje,Bayangibiza manje.,"['1111111111111111', '1111111111111111']","['[]', '[]']"
bayangibiza mandle,Bayangibiza manje.,"['1111111111111111', '1111111111111111', '1111111111111111']","['[]', '[]', '[]']"
bayangibiza manje,Bayangibiza manje.,['1111111111111111'],['[]']
bayaningibiza manje,Bayangibiza manje.,"['1111111111111111', '1111111111111111', '0111110111111111']","['[]', '[]', '[]']"
bayangibiza manje,Bayangibiza manje.,['0111110111111111'],['[]']
baya ngibiza manje,Bayangibiza manje.,['0111111111111111'],['[]']
bhaya ngibiza manje,Bayangibiza manje.,['0111110111111111'],['[]']
amanzi ayabila na,Amanzi ayabila na?,"['11111111111111111', '11111111111111111']","['[]', '[]']"
amanzi ayabhila na,Amanzi ayabila na?,"['11111111111111111', '11111111111111111', '11111111110111111']","['[]', '[]', '[]']"
amanzi ayabhila na,Amanzi ayabila na?,"['11111111110111111', '11111111110111111', '11111111110111111']","['[]', '[""11""]', '[]']"
amanzi ayabila na,Amanzi ayabila na?,"['11111111111111111', '11111111111111111', '11111111111111111']","['[]', '[]', '[]']"
amanzi ayabila na,Amanzi ayabila na?,"['11111111111111111', '11111111111111111']","['[]', '[]']"
amanzi ayabila na,Amanzi ayabila na?,"['11111111111111111', '11111111111111111']","['[]', '[]']"
amanzi,Amanzi ayabila na?,['11111111111111111'],['[]']
amanzi ayabile na,Amanzi ayabila na?,"['11111111110110111', '11111111110110111']","['[]', '[]']"
amanzi ayabila na,Amanzi ayabila na?,['11111111110111111'],['[]']
amanzi uyabila na,Amanzi ayabila na?,['11111110110111111'],['[]']
amanziybhil,Amanzi ayabila na?,['11111111110111111'],['[]']
umshlobo uyajama imphela,Umhlobo uyajama impela.,['110111111111111110111'],['[]']
umhlobo uyajama imphela,Umhlobo uyajama impela.,"['111111111111111111111', '111111111111111110111']","['[]', '[]']"
umhlobouyajama imphela,Umhlobo uyajama impela.,"['111111111111111110111', '110111111111111110111']","['[]', '[]']"
umhlobo uyajama impela,Umhlobo uyajama impela.,"['111111111111111111111', '111111111111111111111']","['[]', '[]']"
umhlobo uyajama impela,Umhlobo uyajama impela.,"['111111111111111111111', '111111111111111111111']","['[]', '[]']"
umhlobo uyajama impela,Umhlobo uyajama impela.,"['111111111111111111111', '111111111111111111111']","['[]', '[]']"
umhlobouyaama impela,Umhlobo uyajama impela.,['111111111111111111111'],['[]']
umshlomo uyagama imphila,Umhlobo uyajama impela.,"['110101111101111110011', '110101111101111110011']","['[]', '[]']"
umhlobouyajama impela,Umhlobo uyajama impela.,['111111111111111111111'],['[]']
umhlobo uyauyajama imphela,Umhlobo uyajama impela.,['111101111111111110111'],['[]']
umhlobouyajama,Umhlobo uyajama impela.,['111111111111111110111'],"['[""20""]']"
ngiyajabula ukhukhwazi,Ngiyajabula ukukwazi.,['1111111111111111111'],['[]']
ngiyajabula ukhukhwazi,Ngiyajabula ukukwazi.,['1111111111110101111'],['[]']
yajabhula ukhukhwazi,Ngiyajabula ukukwazi.,"['1111111111110101111', '1111110111110111111', '1111110111110101111']","['[]', '[]', '[]']"
niyajabula ukukwazi,Ngiyajabula ukukwazi.,['1111111111111111111'],['[]']
ngiyajabula ukugwazi,Ngiyajabula ukukwazi.,['1111111111111111111'],['[]']
ngiyajabula ukukwazi,Ngiyajabula ukukwazi.,"['1111111111111111111', '1111111111111111111']","['[]', '[]']"
ngiyajabula ukukwazi,Ngiyajabula ukukwazi.,['1111111111111111111'],['[]']
ingiyajabula ukhukhwazi,Ngiyajabula ukukwazi.,"['1111111111110111111', '1111110111110111111']","['[]', '[""0""]']"
ngiyajabula ukukwazi,Ngiyajabula ukukwazi.,"['1111111111111111111', '1111110111111111111']","['[]', '[]']"
ngiyajabula ukhukhwazi,Ngiyajabula ukukwazi.,['1111110111110101111'],['[]']
ngiyajabula ukhokhwazi,Ngiyajabula ukukwazi.,['1111111111110101111'],"['[""0""]']"
ivila liyahlala,Ivila liyahlala.,['11111111110111'],['[]']
ivila liyahlala,Ivila liyahlala.,"['11111111111111', '11111111111111']","['[]', '[]']"
iivila liyahlala,Ivila liyahlala.,"['11111111111111', '11111111111111']","['[]', '[]']"
ivila liyahlala,Ivila liyahlala.,['11111111111111'],['[]']
ivila liyahlala,Ivila liyahlala.,"['11111111111111', '11111111111111']","['[]', '[]']"
ivia liyahlala,Ivila liyahlala.,"['11111111111111', '11111111111111']","['[]', '[]']"
ivila liyahlala,Ivila liyahlala.,['11111111111111'],['[]']
ivila liyashlashla,Ivila liyahlala.,['11111111110101'],['[]']
ivila liyahlala,Ivila liyahlala.,['11111111111111'],['[]']
ivila liyahlala,Ivila liyahlala.,['11111111110111'],['[]']
ivila lilahlala,Ivila liyahlala.,['11111111011111'],['[]']
izisebenzizofikha khusasa nkhosi,"Izisebenzi zofika kusasa, Nkosi.","['111111111111111011011111110111', '111110111111111011011111110111']","['[]', '[]']"
izisebenzi zofika khusasa mnkosi,"Izisebenzi zofika kusasa, Nkosi.",['111111111111111111111111110111'],['[]']
isisibenzisofika khusasa nkosi,"Izisebenzi zofika kusasa, Nkosi.","['101111111110111111011111111111', '101111111110111111111111111111', '101110111111111111111111111111']","['[]', '[]', '[]']"
izisebenzi zofika kusasa,"Izisebenzi zofika kusasa, Nkosi.","['111111111111111111111111111111', '111111111111111111111111111111']","['[]', '[]']"
izisebenzi izofika kusasa,"Izisebenzi zofika kusasa, Nkosi.",['111111111111111111111111111111'],"['[""11""]']"
hanizisebenzi ofika kusasai,"Izisebenzi zofika kusasa, Nkosi.","['111111111111111111111111111111', '111111111111111111111111111111']","['[]', '[]']"
izisebenzi,"Izisebenzi zofika kusasa, Nkosi.",['111111111111111111111111111111'],['[]']
izibhenzi zofika khusasa inkhose,"Izisebenzi zofika kusasa, Nkosi.",['111000111111111011011111110111'],['[]']
izisebenzi zofikakhuasa,"Izisebenzi zofika kusasa, Nkosi.",['111110111111111011011111110111'],['[]']
izisebenzizofkakhusasa,"Izisebenzi zofika kusasa, Nkosi.",['111110111111111011011111110111'],['[]']
izinsibenziofikaushashano,"Izisebenzi zofika kusasa, Nkosi.",['111100111110111011010101110111'],"['[""3""]']"
izinthi zincane,Izinti zincane.,['1111011110111'],['[]']
izinthi zingane,Izinti zincane.,"['1111011110111', '1111111111111', '1111011110111']","['[]', '[]', '[]']"
izinthi sinqhasicxhananin,Izinti zincane.,"['1111111110111', '1111011110111']","['[]', '[""11""]']"
izinti zincane,Izinti zincane.,"['1111111111111', '1111111111111', '1111111111111']","['[]', '[]', '[]']"
izinti izincane,Izinti zincane.,"['1111111111111', '1111111111111', '1111111111111']","['[""7""]', '[""7""]', '[""7""]']"
izinti zincane,Izinti zincane.,"['1111111111111', '1111111111111']","['[]', '[]']"
izinti zincane,Izinti zincane.,['1111111111111'],['[]']
izinthi zinganye,Izinti zincane.,['1111011110111'],['[]']
izinti zincane,Izinti zincane.,['1111111110111'],['[]']
izinthi zincane,Izinti zincane.,['1111011110111'],['[]']
izinthi cae,Izinti zincane.,['1111011110111'],"['[""7""]']"
thula bho,Thula bo.,"['1111111', '1111101']","['[]', '[]']"
thula pho,Thula bo.,['1111111'],['[]']
phula pbo,Thula bo.,['1111101'],['[]']
shula bo,Thula bo.,"['1111111', '1111111']","['[]', '[]']"
thula pho,Thula bo.,"['1111111', '1111111', '1111111']","['[]', '[]', '[]']"
tshula bo,Thula bo.,"['1111111', '1111111']","['[]', '[]']"
thula bo,Thula bo.,['1111111'],['[]']
thula bo,Thula bo.,"['1111111', '1111101']","['[]', '[]']"
thula bo,Thula bo.,['1111111'],['[]']
thula bo,Thula bo.,['1111111'],['[]']
uthulwa bo,Thula bo.,['1111101'],"['[""3""]']"
imilenze miningihowfushan khakhulu,"Imilenze miningi, kodwa mifushane kakhulu.",['1111111111111111011111111111111011111'],['[]']
imilenze miningikolwafushankhakhulu,"Imilenze miningi, kodwa mifushane kakhulu.",['1111111111111111011111111111111011111'],['[]']
imilinsimningikhodwa mfushane khakhulu,"Imilenze miningi, kodwa mifushane kakhulu.","['1111110011111111111111111111111011111', '1111011011011111011111111111111011111']","['[]', '[]']"
imilenze miningi,"Imilenze miningi, kodwa mifushane kakhulu.","['1111111111111111111111111111111111111', '1111111111111111111111111111111111111']","['[]', '[]']"
imilenze miningi,"Imilenze miningi, kodwa mifushane kakhulu.","['1111111111111111111111111111111111111', '1111111111111111111111111111111111111']","['[]', '[]']"
imilenze miningi kdw miushne kakhlu,"Imilenze miningi, kodwa mifushane kakhulu.","['1111111111111111111111111111111111111', '1111111111111111111111111111111111111']","['[]', '[]']"
imilenze n,"Imilenze miningi, kodwa mifushane kakhulu.",['1111111111111111111111111111111111111'],['[]']
imilenzi minnigikhodwamifusheni khakhuluo,"Imilenze miningi, kodwa mifushane kakhulu.","['1111111011111011011111111111111111111', '1111111011111011011111111110111011111']","['[""11"", ""23""]', '[]']"
imilenze miningi,"Imilenze miningi, kodwa mifushane kakhulu.",['1111111111111111011111111111111011111'],['[]']
imilenzeminingiikhodwaifushanakhulu,"Imilenze miningi, kodwa mifushane kakhulu.",['1111111111111111011111111111111011111'],['[]']
imihzifshanekhulu,"Imilenze miningi, kodwa mifushane kakhulu.",['1110000011111111011111111111111011111'],['[]']
ulwandle luphi,Ulwandle luphi?,"['11111111111', '11110111111']","['[]', '[]']"
ulwandle luphi,Ulwandle luphi?,"['11111111111', '11111111111']","['[]', '[]']"
uluwanhleluphi,Ulwandle luphi?,['11110111111'],['[]']
ulwandle luphi,Ulwandle luphi?,['11111111111'],['[]']
ulwandle luphi,Ulwandle luphi?,"['11111111111', '11111111111']","['[]', '[]']"
ulwandle luphi,Ulwandle luphi?,['11111111111'],['[]']
ulwandleluphi,Ulwandle luphi?,['11111111111'],['[]']
ulwandli nuuzwanile luphie,Ulwandle luphi?,"['11100111111', '11110011111', '10000011111']","['[]', '[""4"", ""5""]', '[]']"
ulwandle luphi,Ulwandle luphi?,"['11111111111', '11111111111']","['[]', '[]']"
ulwandle luphi,Ulwandle luphi?,['11111111111'],['[]']
uluwandle huphi,Ulwandle luphi?,['11111110000'],['[]']
ngiyakgubonga manje,Ngiyakubonga manje.,"['1111011111111111', '1111011011111111']","['[]', '[]']"
ngiyakhubonga manje,Ngiyakubonga manje.,['1111011111111111'],['[]']
ingiyakhubonga manje,Ngiyakubonga manje.,"['1111011111111111', '1111010111111111']","['[]', '[]']"
ngiyakubonga nanje,Ngiyakubonga manje.,"['1111111111111111', '1111111101111111']","['[]', '[]']"
ngiyakubonga manje,Ngiyakubonga manje.,['1111111111111111'],['[]']
ngiyabonga manje,Ngiyakubonga manje.,"['1111111111111111', '1111111111111111', '1111111111111111']","['[]', '[]', '[]']"
ngiyakubonga manje,Ngiyakubonga manje.,['1111111111111111'],['[]']
ingiyakhubhonga manje,Ngiyakubonga manje.,"['1111011111111111', '1111010111111111']","['[]', '[]']"
ingiyakhubhonga manje,Ngiyakubonga manje.,['1111111111111111'],"['[""0""]']"
ngiyakhubonga manje,Ngiyakubonga manje.,['1111010111111111'],['[]']
ngiyabhonga manje,Ngiyakubonga manje.,['1111001111111111'],"['[""0""]']"
ingiyakubonga manje,Ngiyakubonga manje.,['1111010111111111'],"['[""0""]']"
sebenzani,Sebenzani.,"['111111111', '110111111']","['[]', '[]']"
sebenzani,Sebenzani.,"['111111111', '111111111']","['[]', '[]']"
sibenzani,Sebenzani.,"['100111111', '100111111']","['[]', '[]']"
sebenzani,Sebenzani.,"['111111111', '111111111']","['[]', '[]']"
ebenzani,Sebenzani.,['111111111'],['[]']
sebenzani,Sebenzani.,"['111111111', '111111111']","['[]', '[]']"
ssebenzani,Sebenzani.,['111111111'],['[]']
sibinzani,Sebenzani.,"['101011111', '101011111', '100011111']","['[]', '[]', '[]']"
sebenzani,Sebenzani.,['111111111'],['[]']
sebenzani,Sebenzani.,"['111111111', '111111111']","['[]', '[]']"
sibenzani,Sebenzani.,['100111111'],['[]']
isandla silukhuni,Isandla silukhuni.,"['111111111111111', '111111111111111', '111101111111111']","['[]', '[]', '[]']"
isandla silukhuni,Isandla silukhuni.,['111111111111111'],['[]']
izandla silukhuni,Isandla silukhuni.,"['101111111111111', '101111111111111']","['[]', '[]']"
isandla zilukhuniu,Isandla silukhuni.,"['111111111111111', '111111111111111']","['[]', '[]']"
isandla silukhuni,Isandla silukhuni.,['111111111111111'],['[]']
aisandla silukhuni,Isandla silukhuni.,"['111111111111111', '111111111111111']","['[]', '[]']"
isandlasilukhuni,Isandla silukhuni.,['111111111111111'],['[]']
isandla silukhuni,Isandla silukhuni.,['111111111111111'],['[]']
isandla silukuni,Isandla silukhuni.,['111111111110111'],['[]']
isandla silukhuni,Isandla silukhuni.,['111111111111111'],['[]']
isanhla,Isandla silukhuni.,['111101111011111'],['[]']
utom ushlala laphi,UTom uhlalaphi?,"['111111111111', '111111011111']","['[]', '[""10""]']"
utom uhlalaphi,UTom uhlalaphi?,['111111111111'],['[]']
utom uhlalaphi,UTom uhlalaphi?,"['111111111111', '111111011111']","['[]', '[]']"
utom uhlalakgi,UTom uhlalaphi?,"['111111111111', '111111111111']","['[]', '[]']"
utom uhlalaphi,UTom uhlalaphi?,['111111111111'],['[]']
utomi uhlalaphi,UTom uhlalaphi?,"['111111111111', '111111111111', '111111111111']","['[]', '[]', '[]']"
uthomu,UTom uhlalaphi?,['111111111111'],['[]']
uthoam ushlaphile,UTom uhlalaphi?,"['111111110000', '111111110100']","['[]', '[""12""]']"
utom uhlalaphi,UTom uhlalaphi?,['111111111111'],['[]']
utom uhlalaphi,UTom uhlalaphi?,['111111111111'],['[]']
uthom uhlahlabi,UTom uhlalaphi?,['111111111111'],['[]']
beliduma imphela izola kusihlwa,Beliduma impela izolo kusihlwa.,"['11111111111011111111011111111', '01111111111011111111011111011']","['[]', '[]']"
belidoma imphela izolouihwa,Beliduma impela izolo kusihlwa.,"['11111111111011111111111111111', '11111111111011111111111111111']","['[]', '[]']"
beliduma imphela izolokhushilwa,Beliduma impela izolo kusihlwa.,"['11111111111111111111111111111', '11111111111111111111111111001', '01111111111011111111110100000']","['[]', '[""12""]', '[]']"
beliduma impela izolo kusihla,Beliduma impela izolo kusihlwa.,['11111111111111111111111111111'],['[]']
beliduma impela izolo kusihla,Beliduma impela izolo kusihlwa.,['11111111111111111111111111111'],['[]']
eliduma impela izolo kusihlwa,Beliduma impela izolo kusihlwa.,"['11111111111111111111111111111', '11111111111111111111111111111']","['[]', '[]']"
beliduma impela izolo,Beliduma impela izolo kusihlwa.,"['11111111111111111111111111111', '11111111111111111111111111111']","['[]', '[]']"
biliduma imphela izolo koshliwa,Beliduma impela izolo kusihlwa.,"['00111111111011111111111100011', '00111111111001111111110101011']","['[]', '[]']"
beliluma mpela izolo khusihlwa,Beliduma impela izolo kusihlwa.,['01111111111111111111110111111'],['[]']
beliduma imphela izolokhusihla,Beliduma impela izolo kusihlwa.,['01111111111011111111110111101'],['[]']
biliduma,Beliduma impela izolo kusihlwa.,['10111111111001111111111111001'],['[]']
abafana nabanthwananzinthombithl iphla,"Abafana nabantwana nezintombi, bathule impela.",['1111111111111011111111110111111111111111111'],['[]']
abafana nabanthwana nezinthombil,"Abafana nabantwana nezintombi, bathule impela.","['1111111111111011111111110111111111111110111', '1111111111111011111111110111111111111111111']","['[]', '[]']"
abafana nabantwana niombmphla,"Abafana nabantwana nezintombi, bathule impela.","['1111111111111111111111111111111111111110111', '1111111111111111111111111111111111111111111', '1111111111111111111111111111111111111111111']","['[]', '[]', '[]']"
abafana nabantwana nezintombi,"Abafana nabantwana nezintombi, bathule impela.","['1111111111111111111111111111111111111111111', '1111111111111111111111111111111111111111111', '1111111111111111111111111111111111111111111']","['[]', '[]', '[]']"
abafana nabantwana nezintombi bathule impela,"Abafana nabantwana nezintombi, bathule impela.","['1111111111111111111111111111111111111111111', '1111111111111111111111111111111111111111111']","['[]', '[]']"
abafana nabantwana nezintombi,"Abafana nabantwana nezintombi, bathule impela.",['1111111111111111111111111111111111111111111'],['[]']
abafana nbntwana,"Abafana nabantwana nezintombi, bathule impela.",['1111111111111111111111111111111111111111111'],['[]']
abafana nainthambama,"Abafana nabantwana nezintombi, bathule impela.","['1111111111001000001001110111111111111111111', '1111111111000000001100000000011111111111111', '1011111111000000001000000000010111111110111']","['[]', '[""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""28""]', '[]']"
abafana nabantwanai,"Abafana nabantwana nezintombi, bathule impela.",['1111111111111111111111111111111111111111111'],['[]']
abafana nnanthwannmbill,"Abafana nabantwana nezintombi, bathule impela.",['1111111111110011111111100111111111111110111'],['[]']
abanufana naanthwanaimblmlw,"Abafana nabantwana nezintombi, bathule impela.",['1111111111111011111111110111111111111110111'],"['[""3"", ""20"", ""42""]']"
phesha,Shesha!,"['0111', '1111', '1111']","['[]', '[]', '[]']"
hes,Shesha!,['1111'],['[]']
hesha,Shesha!,"['1111', '1111', '1111']","['[]', '[]', '[]']"
shesha,Shesha!,"['1111', '1111']","['[]', '[]']"
hlesha,Shesha!,"['1111', '1111']","['[]', '[]']"
jesha khik na,Shesha!,['SKIPPED'],[None]
shesa,Shesha!,['1111'],['[]']
shisha,Shesha!,"['1011', '1011']","['[]', '[]']"
shesha,Shesha!,['1111'],['[]']
shesha,Shesha!,['1111'],['[]']
shisha,Shesha!,['1011'],['[]']
angibaboni,Angibaboni.,"['111111111', '111010111']","['[]', '[]']"
angibaboni,Angibaboni.,"['111111111', '111111111']","['[]', '[]']"
angibabhoni,Angibaboni.,"['111010111', '111010111']","['[]', '[]']"
anibaboni,Angibaboni.,['101111111'],['[]']
angibabone,Angibaboni.,"['111111111', '111111111']","['[]', '[]']"
angibaboni,Angibaboni.,"['111111111', '111111111']","['[]', '[]']"
angibaboni,Angibaboni.,['111111111'],['[]']
angibaboniye,Angibaboni.,"['111010111', '111010111']","['[]', '[]']"
angibhaboni,Angibaboni.,['111111111'],['[]']
angibbaboni,Angibaboni.,['111010111'],['[]']
angiboboni,Angibaboni.,['111000111'],['[]']
umlungu mude,Umlungu mude.,"['11111111111', '11111111111']","['[]', '[]']"
umlungu mude,Umlungu mude.,"['11111111111', '11111111111']","['[]', '[]']"
umlungu mude,Umlungu mude.,['11111111111'],['[]']
umlumbu mude,Umlungu mude.,"['11111111111', '11111111111']","['[]', '[]']"
umlungu mude,Umlungu mude.,['11111111111'],['[]']
umlungu muje,Umlungu mude.,"['11111111111', '11111111111']","['[]', '[]']"
umlungu mude,Umlungu mude.,['11111111111'],['[]']
umlongi mude,Umlungu mude.,"['11111011111', '11101011111']","['[""6""]', '[]']"
umlungu mude,Umlungu mude.,"['11111111111', '11111111111']","['[]', '[]']"
umlungu mude,Umlungu mude.,['11111111111'],['[]']
umlungumude,Umlungu mude.,['11111111111'],['[]']
umpheghi uyagula khakhulu futhi namhlanje,Umpheki uyagula kakhulu futhi namhlanje.,"['11110111111111101111111111111111111', '11110111111111101111111111111111111']","['[]', '[]']"
umphegi uyagula khakhulu futhi namhlanje,Umpheki uyagula kakhulu futhi namhlanje.,"['11111111111111101111111111111111111', '11111111111111101111111111111111111', '11111111110111101111111111111111111']","['[]', '[""16""]', '[]']"
umphekhi uyagula khakhulu futhi namhlanje,Umpheki uyagula kakhulu futhi namhlanje.,['11110111111111101111111111111111111'],['[]']
umpheki uyagula kakhulu futhi namhlanje,Umpheki uyagula kakhulu futhi namhlanje.,['11111111111111111111111111111111111'],['[]']
umpheki uyagula kakhulu futhi namhlanje,Umpheki uyagula kakhulu futhi namhlanje.,['11111111111111111111111111111111111'],['[]']
umpheku uyagula kakhulu futhi namhlanje,Umpheki uyagula kakhulu futhi namhlanje.,"['11111111111111111111111111111111111', '11111111111111111111111111111111111']","['[]', '[]']"
umphekiuyagulakakhulu futhi namhlanje,Umpheki uyagula kakhulu futhi namhlanje.,['11111111111111111111111111111111111'],['[]']
umpheka uyagula khakhulu futhi namanje,Umpheki uyagula kakhulu futhi namhlanje.,"['11110011111111101111111111111111111', '11111011111111111111111111111101111', '11111011111111101111111111111101111']","['[]', '[""5"", ""30""]', '[]']"
umphegi uyagula khakhulu futhi namhlanje,Umpheki uyagula kakhulu futhi namhlanje.,"['11111111111111111111111111111111111', '11110111111111101111111111111111111']","['[]', '[]']"
umphekha uyakula kakhulu futhi namhlanje,Umpheki uyagula kakhulu futhi namhlanje.,['11111111111111111111111111111111111'],"['[""5""]']"
umpheki uyagula khakhulu futhiamahll,Umpheki uyagula kakhulu futhi namhlanje.,['11110111111111101111111111100000000'],['[]']
letha izinkwati,Letha izincwadi.,['1111111101111'],['[]']
letha izingwadi,Letha izincwadi.,"['1111111101111', '1111111100111']","['[]', '[]']"
letha izincwadi,Letha izincwadi.,"['1111111111111', '1111111111111']","['[]', '[]']"
letha izinwadi,Letha izincwadi.,"['1111111111111', '1111111111111']","['[]', '[]']"
letha izincwadi,Letha izincwadi.,"['1111111111111', '1111111111111']","['[]', '[]']"
letha izincwandi,Letha izincwadi.,['1111111111111'],['[]']
letha izincwadi,Letha izincwadi.,['1111111111111'],['[]']
lethi inzini ncxwadi,Letha izincwadi.,['1110110111111'],['[]']
letha izintshwadi,Letha izincwadi.,['1111111101111'],['[]']
letha incwadi,Letha izincwadi.,['1111111111111'],['[]']
letha izinchwadi,Letha izincwadi.,['1111111101111'],['[]']
msembenzi,"Msebenzi, awuthande umsebenzi.","['111011111111111111111111111', '111111111111111111111111111']","['[]', '[""3""]']"
msebenzihsn,"Msebenzi, awuthande umsebenzi.",['111111111111111111111111111'],['[]']
msibenzi,"Msebenzi, awuthande umsebenzi.","['011011111111111111111101111', '111011111111111111111101111']","['[]', '[""3"", ""22""]']"
msebenzi,"Msebenzi, awuthande umsebenzi.",['111111111111111111111111111'],['[]']
msebenzi,"Msebenzi, awuthande umsebenzi.","['111111111111111111111111111', '111111111111111111111111111']","['[]', '[]']"
umsebenzi athndmsebenzi,"Msebenzi, awuthande umsebenzi.","['111111111111111111111111111', '111111111111111111111111111', '111111111111111111111111111']","['[""0""]', '[]', '[""0""]']"
msebenzi,"Msebenzi, awuthande umsebenzi.",['111111111111111111111111111'],['[]']
msubenzid,"Msebenzi, awuthande umsebenzi.","['111111111111111111111111111', '111111111111111111111011111', '111011111111111111111101111']","['[""0""]', '[""21""]', '[]']"
msebenzi,"Msebenzi, awuthande umsebenzi.",['111111111111111111111111111'],['[]']
msebenzi,"Msebenzi, awuthande umsebenzi.",['111011111111111111111101111'],"['[""0""]']"
umsebenziawuthandeumsebenzi,"Msebenzi, awuthande umsebenzi.",['111011111111111111111101111'],['[]']
umsobenzi,"Msebenzi, awuthande umsebenzi.",['111011111111111111111101111'],"['[""0""]']"
uyasebenza,Uyasebenza.,['1111111111'],['[]']
uyasebenza,Uyasebenza.,"['1111111111', '1111111111']","['[]', '[]']"
