model_output,target,scores,scores_inserts
ikati lizobuyela khona manje,Ikati lizobuyela khona manje.,"['111111111111111111111111111', '111111111111111111111111111']","['[]', '[]']"
ikati lizobuyela khona manje,Ikati lizobuyela khona manje.,['111111111111111111111111111'],['[]']
ikadi izobuyela khona manje,Ikati lizobuyela khona manje.,['101011011101111111111111111'],['[]']
igadi lizobuyela khona manje,Ikati lizobuyela khona manje.,['111111111111111111111111111'],['[]']
ikadi lizobuyela khona manje,Ikati lizobuyela khona manje.,['101011111101111111111111111'],['[]']
ikhathi izii,Ikati lizobuyela khona manje.,"['101111111000111111111111111', '101011011000111111111111111']","['[""10"", ""12""]', '[]']"
siyafunda,Siyafunda.,"['111111111', '111111111']","['[]', '[]']"
siyafunda,Siyafunda.,"['111111111', '111111111']","['[]', '[]']"
kiyafunda,Siyafunda.,"['111111111', '111111111']","['[]', '[]']"
siyafunda,Siyafunda.,"['111111111', '111111111']","['[]', '[]']"
siyafunda,Siyafunda.,['111111111'],['[]']
siyafunda,Siyafunda.,['111111111'],['[]']
siyafunda,Siyafunda.,['111111111'],['[]']
siyafunda,Siyafunda.,['111111111'],['[]']
siyafunda,Siyafunda.,['111111111'],['[]']
siyafunda,Siyafunda.,['111111111'],['[]']
siyafunda,Siyafunda.,['111111111'],['[]']
akhani izingubo,Fakani izingubo.,['11011111111111'],['[]']
fakani izingubo,Fakani izingubo.,"['11011111111111', '11011111111111']","['[]', '[]']"
wakani izingobo,Fakani izingubo.,"['11011111111011', '11011111111011', '11011111111011']","['[]', '[""3"", ""11""]', '[]']"
phakani izingubo,Fakani izingubo.,"['11111111111111', '11111111101111']","['[]', '[]']"
vakani izingubo,Fakani izingubo.,"['11111111111111', '11111111111111']","['[]', '[]']"
bhakani izingulu,Fakani izingubo.,['11111111111111'],['[]']
fakani izingubo,Fakani izingubo.,"['11111111111111', '11111111111111']","['[]', '[]']"
fakani izinkubo,Fakani izingubo.,"['11011111111111', '11011111111101']","['[]', '[""9""]']"
fakani izingubo,Fakani izingubo.,['11011111111111'],['[]']
akani izinguu,Fakani izingubo.,['11011111110101'],"['[""14""]']"
fakani izingubo,Fakani izingubo.,['11011111111111'],['[]']
ngiyambiza,Ngiyambiza.,"['111111111', '111110111']","['[]', '[]']"
ngiyambiza,Ngiyambiza.,['111111111'],['[]']
ngiyambiza,Ngiyambiza.,"['111110111', '111111111', '111110111']","['[]', '[""0""]', '[]']"
ngiyambiza,Ngiyambiza.,"['111111111', '111111111']","['[]', '[]']"
ngiyambiza,Ngiyambiza.,"['111111111', '111111111']","['[]', '[]']"
ngiyambiza,Ngiyambiza.,['111111111'],['[]']
ngiyambiza,Ngiyambiza.,"['111111111', '111111111']","['[]', '[]']"
ingiyabhiza,Ngiyambiza.,"['111101111', '111100111']","['[]', '[""0""]']"
ngiyambiza,Ngiyambiza.,['111111111'],['[]']
ngiyambiza,Ngiyambiza.,['111111111'],['[]']
ngiyambiza,Ngiyambiza.,['111111111'],"['[""0""]']"
ningawubhuzi,Ningawuphuzi.,"['1111111111', '1111111111']","['[]', '[]']"
ningawuphuzi,Ningawuphuzi.,['1111111111'],['[]']
inginga wuphuzi,Ningawuphuzi.,"['0011111111', '0011111111']","['[]', '[]']"
ningawubuzi,Ningawuphuzi.,"['1111111111', '1111111111']","['[]', '[]']"
ningawuphuzi,Ningawuphuzi.,['1111111111'],['[]']
ningawaphuzi,Ningawuphuzi.,"['1111101111', '1111111111', '1111101111']","['[]', '[]', '[]']"
ningawuphuzi,Ningawuphuzi.,['1111111111'],['[]']
ningawuphuze,Ningawuphuzi.,"['1111111111', '1111111111']","['[]', '[]']"
ningawuphuze,Ningawuphuzi.,['1111111111'],['[]']
ninga wuphuzi,Ningawuphuzi.,['1111111111'],['[]']
ngiya uphozi,Ningawuphuzi.,['0000111111'],['[]']
ngiyabuthanda impela ubudoda,Ngiyabuthanda impela ubudoda.,"['11111111111111011111111111', '11111111111111011111111111']","['[]', '[]']"
ngiyabuthanda impela ubudonda,Ngiyabuthanda impela ubudoda.,['11111111111111011111111111'],['[]']
ngiyabuthanda impela ubudoda,Ngiyabuthanda impela ubudoda.,['11110111111111011111111111'],['[]']
ngiyabuthanda impela ubudoda,Ngiyabuthanda impela ubudoda.,"['11111111111111111111111111', '11111111111111111111111111']","['[]', '[]']"
ngiyabuthanda impela ubudoda,Ngiyabuthanda impela ubudoda.,['11111111111111111111111111'],['[]']
ngiyabuthanda impela ubudoda,Ngiyabuthanda impela ubudoda.,['11111111111111111111111111'],['[]']
ngiyabuthanda impela ubudoda,Ngiyabuthanda impela ubudoda.,['11111111111111111111111111'],['[]']
ingiyabuthanda impela ubudoda,Ngiyabuthanda impela ubudoda.,"['11111111111111011111111111', '11110111111111011111011111']","['[]', '[""0""]']"
ngiyabuthanda impela ubudoda,Ngiyabuthanda impela ubudoda.,['11111111111111111111111111'],['[]']
ngiyauthanda impela ubudoda,Ngiyabuthanda impela ubudoda.,['11110111111111011111011111'],['[]']
ngiyabuthanda mphela uododa,Ngiyabuthanda impela ubudoda.,['11111111111111011111001111'],"['[""0"", ""17""]']"
ufakazi uzofika ntambama,Ufakazi uzofika ntambama.,"['111011111111101110111111', '111011111111101110111111']","['[]', '[]']"
ufakazi uzofika ntambama,Ufakazi uzofika ntambama.,"['111011111111101111111111', '111111111111101110111111']","['[]', '[]']"
uvakazi uzofika ndambama,Ufakazi uzofika ntambama.,"['111011111111111111111111', '111011111111101111111111']","['[]', '[]']"
ufakazi uzofika ntambama,Ufakazi uzofika ntambama.,"['111111111111111111111111', '111111111111111111111111']","['[]', '[]']"
ufakazi uzofika ntambama,Ufakazi uzofika ntambama.,"['111111111111111111111111', '111111111111111111111111', '111111111111111111111111']","['[]', '[]', '[]']"
ufakazi uzofika ntshambamba,Ufakazi uzofika ntambama.,"['111111111111111111111100', '111111111111111111111111']","['[]', '[""23""]']"
ufakazi uzofika ntambama,Ufakazi uzofika ntambama.,['111111111111111111111111'],['[]']
ufakazi uzofika intambama,Ufakazi uzofika ntambama.,"['111011111111101110111111', '111011111111101111111111']","['[""16""]', '[""16""]']"
ufakazi uzofika ntambama,Ufakazi uzofika ntambama.,['111011111111101111111111'],['[]']
ufakazi uzofika ntambama,Ufakazi uzofika ntambama.,['111111111111111111111111'],['[]']
uvakazi uzofika ntambama,Ufakazi uzofika ntambama.,['111011111111101110111111'],['[]']
uyamfuna umhlobo manje,Uyamfuna umhlobo manje?,"['111111111111111111111', '111111111111111111111', '111111111110111111111']","['[]', '[]', '[]']"
uyamfuna umhlobo manje,Uyamfuna umhlobo manje?,"['111111111111111111111', '111111111111111111111']","['[]', '[]']"
uyamfuna umhlobo manje,Uyamfuna umhlobo manje?,['111111111111111111111'],['[]']
uyamfuna umhlobo manje,Uyamfuna umhlobo manje?,['111111111111111111111'],['[]']
uyamfuna umhlobo manje,Uyamfuna umhlobo manje?,['111111111111111111111'],['[]']
uyamfuna umhlobo manje,Uyamfuna umhlobo manje?,['111111111111111111111'],['[]']
uyamfuna umhlobo manje,Uyamfuna umhlobo manje?,['111111111111111111111'],['[]']
uyamfuna umhlobo manje,Uyamfuna umhlobo manje?,"['111111111110111111111', '111111111111111111111', '111111111110101111111']","['[]', '[]', '[]']"
uyamfuna umhlobo manje,Uyamfuna umhlobo manje?,['111111111111111111111'],['[]']
uyamfuna umhlobo manje,Uyamfuna umhlobo manje?,['111111111111111111111'],['[]']
uyamfuna umhlobo manje,Uyamfuna umhlobo manje?,['111111111111111111111'],['[]']
uyamfhuna uhlobo manje,Uyamfuna umhlobo manje?,"['111111111001111111111', '111111111101111111111']","['[]', '[]']"
sihamba sinamasi,Sihamba sinamasi.,"['1111111111111111', '1111111111111111']","['[]', '[]']"
sihamba sinamazi,Sihamba sinamasi.,"['1111111111111111', '1111111111111111']","['[]', '[]']"
sihamba sinamasi,Sihamba sinamasi.,"['1111111111111111', '1111111111111111', '1111111110111111']","['[]', '[]', '[]']"
sihamba sinamasi,Sihamba sinamasi.,"['1111111111111111', '1111111111111111']","['[]', '[]']"
sihamba szinamazi,Sihamba sinamasi.,"['1111111111111111', '1111111111111111', '1111111111111111']","['[]', '[]', '[]']"
siyaamba sinamasi,Sihamba sinamasi.,"['1111111111111111', '1101111111111111']","['[]', '[]']"
siyamba,Sihamba sinamasi.,['1111111111111111'],['[]']
sihamba sinamasi,Sihamba sinamasi.,"['1111111111111111', '1111111111111111']","['[]', '[]']"
sihamba s,Sihamba sinamasi.,['1111111111101111'],['[]']
sihamba sinamasi,Sihamba sinamasi.,['1111111111111111'],['[]']
sihamba si,Sihamba sinamasi.,['1111111111110011'],"['[""11""]']"
lukume uthango,Lunqume uthango.,['1110111111111'],['[]']
lunqume uthango,Lunqume uthango.,['1110111111111'],['[]']
luchume umthango,Lunqume uthango.,['1110111111111'],"['[""9""]']"
lunqume uthango,Lunqume uthango.,"['1111111111111', '1111111111111']","['[]', '[]']"
lunxume uthango,Lunqume uthango.,['1110111111111'],['[]']
lunqume uthange,Lunqume uthango.,"['1111111111111', '1111111111111']","['[]', '[]']"
lunqume uthango,Lunqume uthango.,['1111111111111'],['[]']
lu nqumu uthonga,Lunqume uthango.,"['1111110111010', '1111110111010']","['[]', '[]']"
luqume uthango,Lunqume uthango.,['1111111111111'],['[]']
luqume u] uthango,Lunqume uthango.,['1101111111111'],['[]']
lunmqwemmi uthanko,Lunqume uthango.,['1100000111111'],['[]']
igama lencane,Igama lincane.,"['111111111111', '111111111111']","['[]', '[]']"
igamalingane,Igama lincane.,['111111110111'],['[]']
igama lencane,Igama lincane.,"['111111101111', '111111101111']","['[]', '[]']"
igama lincane,Igama lincane.,"['111111111111', '111111111111']","['[]', '[]']"
igama lincane,Igama lincane.,"['111111111111', '111111111111']","['[]', '[]']"
igama lincane,Igama lincane.,"['111111111111', '111111111111', '111111111111']","['[]', '[]', '[]']"
igama lincane,Igama lincane.,"['111111111111', '111111111111']","['[]', '[]']"
igama linsina,Igama lincane.,"['111111110010', '111111110110']","['[]', '[]']"
igama lincane,Igama lincane.,['111111111111'],['[]']
igama licale,Igama lincane.,"['111111110111', '111111110111']","['[]', '[]']"
igama incane,Igama lincane.,['111111010111'],['[]']
uphuze manje,"Buphuze manje, ndoda.",['111111111111111111'],['[]']
uphuze manje indoda,"Buphuze manje, ndoda.","['111111111111111111', '111111111111111111']","['[]', '[]']"
uphuza manje indoda,"Buphuze manje, ndoda.",['111110111111111111'],['[]']
bubuze manje,"Buphuze manje, ndoda.",['111111111111111111'],['[]']
buphuze manje,"Buphuze manje, ndoda.","['111111111111111111', '111111111111111111']","['[]', '[]']"
buphuze manje ngoda,"Buphuze manje, ndoda.","['111111111111111111', '111111111111111111']","['[]', '[]']"
buphuze manje,"Buphuze manje, ndoda.","['111111111111111111', '111111111111111111']","['[]', '[]']"
buphuzi manje,"Buphuze manje, ndoda.","['111110111111111111', '001111111111111111', '111110111111111111']","['[]', '[""0""]', '[]']"
bhubhuze manje,"Buphuze manje, ndoda.","['111111111111111111', '111111111111111111']","['[]', '[]']"
uphuze manje,"Buphuze manje, ndoda.",['111111111111111111'],['[]']
bubuzmanje,"Buphuze manje, ndoda.",['111110111111111111'],"['[""5""]']"
ngiyawabona impela,Ngiyawabona impela.,"['11111111111111111', '11111101111110111']","['[]', '[]']"
ngiyawabona impela,Ngiyawabona impela.,"['11111111111110111', '11111111111111111']","['[]', '[]']"
ngiya wabona impela,Ngiyawabona impela.,"['11111111111110111', '11111111111111111', '11111101111110111']","['[""0""]', '[]', '[]']"
ngiyawabona impela,Ngiyawabona impela.,['01111111111111111'],['[]']
ngiyawabona impela,Ngiyawabona impela.,"['11111111111111111', '11111111111111111', '11111111111111111']","['[]', '[]', '[]']"
ngiyawubona impela,Ngiyawabona impela.,['11111011111111111'],['[]']
ngiyawabona impela,Ngiyawabona impela.,['11111111111111111'],['[]']
ngiyawabona impela,Ngiyawabona impela.,['11111101111110111'],['[]']
ngiyawabona impela,Ngiyawabona impela.,['11111111111111111'],['[]']
ngiyawabona impela,Ngiyawabona impela.,['11111111111111111'],['[]']
ngiyawabona umpela,Ngiyawabona impela.,['11111101111110111'],"['[""0"", ""16""]']"
uyanjama kakhulu,Uyajama kakhulu.,"['11111111011111', '11111111011111']","['[]', '[]']"
uyanjama kakhulu,Uyajama kakhulu.,"['11111111011111', '11111111011111']","['[]', '[]']"
uya jama kakhulu,Uyajama kakhulu.,"['11111111011111', '11111111011111']","['[]', '[]']"
uyajama kak hulu,Uyajama kakhulu.,['11111111111111'],['[]']
wejama kakhulu,Uyajama kakhulu.,"['11111111111111', '11111111111111', '11111111111111']","['[]', '[]', '[]']"
uyajama kakhulu,Uyajama kakhulu.,"['11111111111111', '11111111111111', '11111111111111']","['[]', '[]', '[]']"
uyajama kakhulu,Uyajama kakhulu.,['11111111111111'],['[]']
uyajama kakhulu,Uyajama kakhulu.,['11111111011111'],['[]']
uyajama kakhulu,Uyajama kakhulu.,['11111111011111'],['[]']
uyajama kakhulu,Uyajama kakhulu.,['11111111011111'],['[]']
ngiya kakhulu,Uyajama kakhulu.,['00000001111111'],"['[""0"", ""1"", ""2"", ""3"", ""4"", ""5"", ""6""]']"
anithande,Anithande.,"['11111111', '11111111', '11111111']","['[]', '[]', '[]']"
anithande,Anithande.,"['11111111', '11111111']","['[]', '[]']"
anithande,Anithande.,"['11111111', '11111111']","['[]', '[]']"
anithande,Anithande.,"['11111111', '11111111']","['[]', '[]']"
anithande,Anithande.,"['11111111', '11111111']","['[]', '[]']"
anithande,Anithande.,"['11111111', '11111111']","['[]', '[]']"
alithande,Anithande.,['11111111'],['[]']
anithande,Anithande.,['11111111'],['[]']
anithande,Anithande.,['11111111'],['[]']
anithande,Anithande.,['11111111'],['[]']
anthande,Anithande.,"['11111111', '11011111']","['[]', '[]']"
ngilubonile ubhondolaho ekhoseni,Ngilubonile uphondo lapho ekuseni.,"['111101111111111111111111011111', '111101111111111111111111011111']","['[]', '[]']"
ngilubhonile uphondo labho ekuseni,Ngilubonile uphondo lapho ekuseni.,"['111100111111111111111111011111', '111111111111111111111111111111', '111101111111111111111111011111']","['[""4""]', '[]', '[]']"
ngilubonile umphondolapho eguseni,Ngilubonile uphondo lapho ekuseni.,"['011101111111011111111111011111', '111111111111011111111111011111']","['[""0""]', '[""25""]']"
ngilubonile uphondo lapho ekuseni,Ngilubonile uphondo lapho ekuseni.,"['111111111111111111111111111111', '111111111111111111111111111111', '011111111111111111111111111111']","['[]', '[]', '[]']"
ngilubonile uphondo labho ekuseni,Ngilubonile uphondo lapho ekuseni.,"['111111111111111111111111111111', '111111111111111111111111111111', '111111111111111111111111111111']","['[]', '[]', '[]']"
ngilubonile uphondo labho ekuzeni,Ngilubonile uphondo lapho ekuseni.,"['111111111111111111111111111111', '111111111111111111111111111111']","['[]', '[]']"
ngilubonile uphondo lapho ekuseni,Ngilubonile uphondo lapho ekuseni.,['111111111111111111111111111111'],['[]']
ingilubonile uhonolaho ighusene,Ngilubonile uphondo lapho ekuseni.,['111111111111111011111111011111'],['[]']
ngilubonile ubhondolaho eguseni,Ngilubonile uphondo lapho ekuseni.,['111101111111111111111111011111'],['[]']
ngilobonile ubhondolapho ekusini,Ngilubonile uphondo lapho ekuseni.,"['110011111111111111111111111111', '111001111111111111111111011011']","['[]', '[]']"
ngilobuhle umfundolabho eguseni,Ngilubonile uphondo lapho ekuseni.,['111011000111011111111111111111'],['[]']
ufuna ubuthi na,Ufuna umuthi na?,['11111111111111'],['[]']
ufuna umuthi na,Ufuna umuthi na?,['11111111111111'],['[]']
ufuna umuthina,Ufuna umuthi na?,['11111111111111'],['[]']
ufuna umuthi na,Ufuna umuthi na?,"['11111111111111', '11111111111111']","['[]', '[]']"
ufuna umuthi na aduwant medicn,Ufuna umuthi na?,"['11111111111111', '11111111111111']","['[]', '[]']"
ufuna umuthi na,Ufuna umuthi na?,['11111111111111'],['[]']
ufuna umuthi na,Ufuna umuthi na?,['11111111111111'],['[]']
ufani umutu na,Ufuna umuthi na?,"['11010111100111', '11010111110111']","['[]', '[]']"
ufuna umuthi na,Ufuna umuthi na?,['11111111111111'],['[]']
ufuna umuthi na,Ufuna umuthi na?,['11111111111111'],['[]']
umfuna umuthi na,Ufuna umuthi na?,['11111111111111'],"['[""1""]']"
izimvu nezimbuzi ziphi,Izimvu nezimbuzi ziphi?,['111111111111111111111'],['[]']
izimvu nezimbuzi ziphi,Izimvu nezimbuzi ziphi?,['111111111111111111111'],['[]']
izimvu nezimbuzi ziphi,Izimvu nezimbuzi ziphi?,"['111111111111111111111', '111111111111111111111', '111111111111111111111']","['[]', '[]', '[]']"
izimvu nezimbuzi ziphi,Izimvu nezimbuzi ziphi?,"['111111111111111111111', '111111111111111111111']","['[]', '[]']"
izimvu nezimbuzi iziphi,Izimvu nezimbuzi ziphi?,"['111111111111111111111', '111111111111111111111', '111111111111111111111']","['[]', '[]', '[""17""]']"
izimvu nezimbuzi ziphi,Izimvu nezimbuzi ziphi?,"['111111111111111111111', '111111111111111111111']","['[]', '[]']"
izimvu nezimbuzi ziphi,Izimvu nezimbuzi ziphi?,['111111111111111111111'],['[]']
izimbuniizimbuziizib,Izimvu nezimbuzi ziphi?,"['111111110111111110111', '111111110111111111111']","['[""21""]', '[""17""]']"
izimvu nezimbuzi zibi,Izimvu nezimbuzi ziphi?,['111111111111111111111'],['[]']
izimvo nezimbuzi iziphi,Izimvu nezimbuzi ziphi?,['111111111111111111111'],['[]']
izimvu ngezimbuzi zimpi,Izimvu nezimbuzi ziphi?,['111101111111111111101'],"['[""8"", ""19""]']"
angisize amakhehla nezalukazi,Angisize amakhehla nezalukazi.,"['11111111111111111111110111', '11111111111111111111111111']","['[]', '[]']"
angisize amakhehla nezalukazi,Angisize amakhehla nezalukazi.,"['11111111111111111111110111', '11111111111111111111111111']","['[]', '[]']"
angisize amakhehla nezalukazi,Angisize amakhehla nezalukazi.,"['11111111111111111111110111', '11111111111111111111110111']","['[]', '[]']"
angisizi amakhehla nezalukazi,Angisize amakhehla nezalukazi.,"['11111101111111111111111111', '11111101111111111111111111']","['[]', '[]']"
angisize amakhehla nezalukazi,Angisize amakhehla nezalukazi.,"['11111111111111111111111111', '11111111111111111111111111']","['[]', '[]']"
angisize amakhehle nezalukazi,Angisize amakhehla nezalukazi.,"['11111111111111011111111111', '11111111111111011111111111']","['[]', '[]']"
angisize amakhehla nezalukazi,Angisize amakhehla nezalukazi.,['11111111111111111111111111'],['[]']
angise amakheha [nizalukze,Angisize amakhehla nezalukazi.,"['11111001111111111111111111', '11110011111110111111110111']","['[]', '[]']"
angisize s] amakhehla [s]nezalukhwazi,Angisize amakhehla nezalukazi.,['11111111111111111111110111'],"['[""23""]']"
angisize amakhehla nezalukazi,Angisize amakhehla nezalukazi.,['11111111111111111111111111'],['[]']
angise amakhehla nezalukazi,Angisize amakhehla nezalukazi.,['11110011111111111111110111'],['[]']
angisis amahlela ngekhukhaze,Angisize amakhehla nezalukazi.,['11100001111000110000001111'],['[]']
ufakazi uyaxokha impela,Ufakazi uyaxoka impela.,"['1110111111101111110111', '1110111111101011110111']","['[]', '[]']"
ufakazi uyaqonga impela,Ufakazi uyaxoka impela.,"['1111111111111111111111', '1111111111101011110111']","['[]', '[]']"
ufakazi uyaqhoqa impela,Ufakazi uyaxoka impela.,"['1110111111101011110111', '1110111111101011111111', '1110111111101011110111']","['[]', '[""4"", ""11"", ""13""]', '[]']"
ufakazi uyaqoka impela,Ufakazi uyaxoka impela.,['1111111111101111111111'],['[]']
ufakazi uyaxoka impela,Ufakazi uyaxoka impela.,['1111111111101111111111'],['[]']
ufakazi uyaxoka impela,Ufakazi uyaxoka impela.,['1111111111111111111111'],['[]']
ufakazi uyaxoka impela,Ufakazi uyaxoka impela.,['1111111111111111111111'],['[]']
ufokazi uyoxokho impela,Ufakazi uyaxoka impela.,"['1101111111100101111111', '1100111111111001110111']","['[]', '[""11""]']"
ufakazi uyaqoka impela,Ufakazi uyaxoka impela.,['1111111111111111111111'],['[]']
ufakazi uyaqoka impela,Ufakazi uyaxoka impela.,['1110111111101011110111'],['[]']
ufakazi uyoxokha umphelwa,Ufakazi uyaxoka impela.,['1111111111111111111111'],"['[""22""]']"
ungathathi amathafula,Ungathathi amatafula.,"['11111111111001111', '11111111111011111']","['[]', '[]']"
ungathathi amathafula,Ungathathi amatafula.,['11111111111011111'],['[]']
ungathathi amathafula,Ungathathi amatafula.,"['11111111111011111', '11111111111011111']","['[]', '[]']"
ungathathi amatafula,Ungathathi amatafula.,['11111111111111111'],['[]']
ungathathi amatafula,Ungathathi amatafula.,"['11111111111111111', '11111111111111111', '11111111111111111']","['[]', '[]', '[]']"
ungithathi amatafulu,Ungathathi amatafula.,"['11011111111111111', '11011111111111111']","['[]', '[]']"
ungathathi amatafula,Ungathathi amatafula.,['11111111111111111'],['[]']
ungathathi amathafula,Ungathathi amatafula.,['11111111111011111'],"['[""1""]']"
ungathathi amathafula,Ungathathi amatafula.,['11111111111111111'],['[]']
ungathathi amathafula,Ungathathi amatafula.,['11111111111011111'],['[]']
ngiyathatha amathafula,Ungathathi amatafula.,['01111111111011111'],"['[""3""]']"
ujani bhuluhlaza impela manje,Utshani buluhlaza impela manje.,"['1001111111111111110111111111', '1001111011111111110111111111']","['[]', '[]']"
ushani bhuluhlaza impela manje,Utshani buluhlaza impela manje.,['1001111011111111110111111111'],['[]']
utshanibhuluhlaza empela manje,Utshani buluhlaza impela manje.,"['1000111111111111110111111111', '1111111111111111111111111111', '1001111011111111110111111111']","['[]', '[]', '[]']"
utshani buluhlaza impela manje,Utshani buluhlaza impela manje.,"['1111111111111111111111111111', '1111111111111111111111111111']","['[]', '[]']"
utshani buluhlaza impela manje,Utshani buluhlaza impela manje.,['1111111111111111111111111111'],['[]']
utshani buluhlaza impela manje,Utshani buluhlaza impela manje.,['1111111111111111111111111111'],['[]']
utshani buluhlaza impela manje,Utshani buluhlaza impela manje.,"['1111111111111111111111111111', '1111111111111111111111111111']","['[]', '[]']"
useni bhulusilaza umphelaamanje,Utshani buluhlaza impela manje.,['1100111111101111110111111111'],"['[""23""]']"
ujani buluhlaza impela manje,Utshani buluhlaza impela manje.,['1111111111111111111111111111'],['[]']
ushani buhlulazi impela manje,Utshani buluhlaza impela manje.,['1001111110101101110111111111'],['[]']
mhanimbulumphea manje,Utshani buluhlaza impela manje.,['1111111111101001110111111111'],"['[""1"", ""21""]']"
abantwana abaye ekhaya khona manje,Abantwana abaye ekhaya khona manje.,['11110111111011111111111111111111'],['[]']
abantwana abaye ekhaya khona manje,Abantwana abaye ekhaya khona manje.,"['11110111111111111111111111111111', '11110111111111111111111111111111']","['[]', '[]']"
abantwana abaya ekhaya khona manje,Abantwana abaye ekhaya khona manje.,"['11110111111111011111111111111111', '11111111111111011111111111111111']","['[]', '[""14""]']"
abantwana abaye ekhaya khona manje,Abantwana abaye ekhaya khona manje.,['11111111111111111111111111111111'],['[]']
abantwana abaye ekhaya khona manje,Abantwana abaye ekhaya khona manje.,"['11111111111111111111111111111111', '11111111111111111111111111111111']","['[]', '[]']"
abantwana bayekhaya khona manje,Abantwana abaye ekhaya khona manje.,['11111111111111111111111111111111'],['[]']
abantwana abaye ekhaya khona manje,Abantwana abaye ekhaya khona manje.,['11111111111111111111111111111111'],['[]']
abathwana abhaye ikhaya khona manje,Abantwana abaye ekhaya khona manje.,['11110111111011110111111111111111'],['[]']
abantwana abaye ekhaya khona manje,Abantwana abaye ekhaya khona manje.,['11111111111111111111111111111111'],['[]']
abantwana abaye ikhaya khonamanje,Abantwana abaye ekhaya khona manje.,"['11111111111111111111111111111111', '11110111111011111111111111111111']","['[]', '[]']"
abantswana abayeekhaya khona manje,Abantwana abaye ekhaya khona manje.,['11111111111111111111111111111111'],['[]']
insizwa ikhona iyalibiza ikhehla,"Insizwa ikhona, iyalibiza ikhehla.","['11111111111111111111111111111', '11111111111111111111111111111']","['[]', '[]']"
insizwa ikhona iyalibhiza ikhehla,"Insizwa ikhona, iyalibiza ikhehla.",['11111111111111111111111111111'],['[]']
inzinkwa ikhona iyalibiza ikhela,"Insizwa ikhona, iyalibiza ikhehla.","['11110111111111111110111111111', '11110111111111111111111111111', '11110111111111111110111111111']","['[]', '[]', '[]']"
insizwa ikhona iyalibiza ikhehla,"Insizwa ikhona, iyalibiza ikhehla.","['11111111111111111111111111111', '11111111111111111111111111111']","['[]', '[]']"
insizwa ikhona iyalibiza ikheli,"Insizwa ikhona, iyalibiza ikhehla.","['11111111111111111111111111111', '11111111111111111111111111111']","['[]', '[]']"
insizwa ikhona iyalibiza ikheli,"Insizwa ikhona, iyalibiza ikhehla.",['11111111111111111111111111111'],['[]']
insizwa ikhonazikela,"Insizwa ikhona, iyalibiza ikhehla.",['11111111111111111111111111111'],['[]']
imsizwa ikhona iyalabhiza ikislela,"Insizwa ikhona, iyalibiza ikhehla.",['11111111111111111101111110101'],['[]']
insizwa ikhona iyalibiza ikhehla,"Insizwa ikhona, iyalibiza ikhehla.","['11111111111111111111111111111', '11111111111111111110111111111']","['[]', '[]']"
insizwa ikhona iyalibiza ikhela,"Insizwa ikhona, iyalibiza ikhehla.",['11111111111111111111111111111'],['[]']
insizwa ikhona iyabizaikahla,"Insizwa ikhona, iyalibiza ikhehla.",['11111111111111111010000111011'],['[]']
bayanifuna,Bayanifuna.,"['1111111111', '1111111111', '0111111111']","['[]', '[]', '[]']"
bayanifuna,Bayanifuna.,"['1111111111', '1111111111']","['[]', '[]']"
bayanifuna,Bayanifuna.,['1111111111'],['[]']
bayanifuna,Bayanifuna.,"['1111111111', '1111111111', '1111111111']","['[]', '[]', '[]']"
abayanifuna,Bayanifuna.,"['1111111111', '1111111111']","['[]', '[]']"
bayanifuna,Bayanifuna.,"['1111111111', '1111111111']","['[]', '[]']"
bayanifuna,Bayanifuna.,['1111111111'],['[]']
payanifuna,Bayanifuna.,"['1111111111', '0111111111']","['[]', '[]']"
bayanifuna,Bayanifuna.,['0111111111'],['[]']
bayanifuna,Bayanifuna.,['1111111111'],['[]']
bhayanifuna,Bayanifuna.,['0111111111'],['[]']
indlovu inkulu kunehhashi,Indlovu inkulu kunehhashi.,"['1111111100111101110111', '1101111110111101110111']","['[]', '[]']"
indlovu inkhulu kunehhashi,Indlovu inkulu kunehhashi.,"['1111111110111111110111', '1111111110111111110111']","['[]', '[]']"
indlovu inkhulu kunesihhashi,Indlovu inkulu kunehhashi.,"['1111111100111101110111', '1101111110111101110111']","['[""18""]', '[""18""]']"
indlovu inkulu kunehhashi,Indlovu inkulu kunehhashi.,"['1111111111111111111111', '1111111111111111111111', '1111111111111111111111']","['[]', '[]', '[]']"
indlovu inkulu kunehhashi,Indlovu inkulu kunehhashi.,['1111111111111111111111'],['[]']
indlovu inkulu kunenaashi,Indlovu inkulu kunehhashi.,['1111111111111111111111'],['[]']
indlovu inkulu kunehhashi,Indlovu inkulu kunehhashi.,['1111111111111111111111'],['[]']
indlovo umkhulu kuneshashe,Indlovu inkulu kunehhashi.,"['1001111110111111110110', '1101111010111101110110']","['[]', '[]']"
indlovu inkulu kunehhashi,Indlovu inkulu kunehhashi.,"['1111111111111111111111', '1111111111111111111111']","['[]', '[]']"
indlovu inkhulu kunehasi,Indlovu inkulu kunehhashi.,['1111111111111101110101'],['[]']
indlovu ikhulu ukushasi,Indlovu inkulu kunehhashi.,['1111111100111110000011'],['[]']
izinkomo zijabulile,Izinkomo zijabulile.,"['1111011111111111111', '1111011111111111111']","['[]', '[]']"
izinkomo zijabulile,Izinkomo zijabulile.,"['1111111111111111111', '1111011111111111111']","['[]', '[]']"
izinkomo ziyajabule,Izinkomo zijabulile.,"['1111011111111110011', '1111011111100010011']","['[""10"", ""11""]', '[""11""]']"
